message_id,message,Constructiveness,Justification,Justification_internal,Justification_external,Relevance,Reciprocity,Empathy_Respect,Uncivil_abuse
5332,"=@USER they May be disturbing, But ALLEGATIONS are not disqualifying. stop with your BS. RETIRE...",1,1,0,0,1,1,1,NA
5333,"@USER They might have destroyed them already??? If not, they can't because it's all based on lies and illegal activities???",0,1,0,0,1,NA,1,NA
5334,@USER They should do an episode about a mentally challenged minority leader like Nanch Pelosi or a corrupt Secretary of State that buys a phony dossier with a corrupt FBI leader to take downa working President @USER https://t.co/nSvilhQzE3,0,1,1,0,1,1,1,1
5335,=@USER they should for The amount of times GOP gave Obama everything he wanted,0,1,0,0,1,NA,1,NA
5336,@USER They should if they hadn't. Don't matter handcuffs for all. Shameful,0,1,1,0,1,NA,1,1
5337,@USER They stole money from me years ago &amp; they denied it. I had proof so then they had no choice but never an apology or refund for payments late,0,1,1,0,1,NA,NA,NA
5338,"@USER They were praying in a church ... pretty sure god knew .... not quite the ""blessing"" they were expecting.",0,1,1,0,1,NA,1,NA
5339,=@USER they will come and be clear.  remove The traitors and obstructors.,0,1,0,0,1,NA,NA,NA
5340,"@USER Thing is @USER &amp; @USER aren<U+FFFD>t just lying for Trump, they agree with his racism. It<U+FFFD>s deplorable rules.",0,1,0,0,1,NA,NA,0
5341,=@USER think again.,0,1,0,0,1,NA,1,NA
5343,=@USER this bill is going to be A gut punch to The working and Middle classes. My taxes are going to go up. My health care costs are going Up and are going to go Up more due to your actions. tell me how You justify this!Why should You take money from me A,0,1,0,0,1,1,1,0
5344,@USER this coming from one of the biggest flip flippers in the Senate &gt;&gt;&gt;&gt;&gt;@USER recorded statements do not lie.,0,1,0,0,1,NA,NA,NA
5345,@USER This could be one if the 13 million you are kicking off insurance. But @USER got her billion dollar break on the estate tax so it's all good. https://t.co/0YJJHL9tmo,0,1,0,0,1,0,1,0
5346,=@USER this happens to me every time I go back to Lakeland. I don<U+FFFD>t understand it at all.,0,1,0,0,1,NA,1,NA
5347,@USER This is #America we selibrate #Americans independance day go to #Mexico if you want to selibrate #Mexicans independents day #AmericanMade,0,0,0,0,1,0,0,0
5348,=@USER this is A lie. You want to Keep importing cheap illegal labor. this harms Union workers by driving DOWN wages. Union people Know it too.,0,1,0,0,1,NA,NA,NA
5349,@USER This is about your ego nothing else. So thousands of American suffer with high premiums because Trump said you weren't a hero,0,1,0,0,1,0,0,0
5350,"@USER This is Alexandre Dumas, author of The Three Musketeers and The Count of Monte Cristo. His grandmother was a Haitian slave. Again, you don<U+FFFD>t know from culture. https://t.co/c2qOQP1kCT",1,1,0,0,NA,NA,1,NA
5351,=@USER this is another reason to get money out of politics,0,0,0,0,1,NA,0,0
5352,=@USER this is disgusting,0,1,0,0,1,NA,NA,NA
5353,"=@USER this is exactly who You are and it is who You have been for quite some time, buddy.",0,1,0,0,NA,NA,1,NA
5354,"@USER This is high on Florida's list. Obama's first election left thousands of Floridians in Lee county unable to vote, not enough machines in Repuvblican areas. https://t.co/usbzmQI2Ge",0,1,0,0,1,0,NA,0
5355,=@USER this is how stupid they think The people are. The biggest problem is - There are many people who will bypass their brains by reacting purely on emotion. they make You hate whole groups So they can slide this sh-t by you.,0,1,0,0,1,0,NA,NA
5356,"=@USER this is Just like You saying POTUS was Under investigation by Comey and We all Found out he wasn<U+FFFD>t.  as A matter of fact, that is all You kept saying over and over and over again.  this lie will also catch Up with You, But You are hoping peo",0,1,0,0,1,NA,1,0
5358,=@USER this is not regular order. this will hurt The U.S. this will hurt our children<U+FFFD>s and grandchildren<U+FFFD>s future.  I heard your speech. You are better than voting for this abominable tax BILL.,0,1,0,0,1,0,NA,0
5359,=@USER this is not Trumps The media or The GOP Fault You were The shining light that stood Up to Trump vocally So what did U expect after all U said about The bill and Then go and vote for it come on bob don<U+FFFD>t be playing The dumb I didn<U+FFFD>t Kn,0,1,0,0,1,NA,0,NA
5360,@USER This is on republicans. You don<U+FFFD>t need trump to pass a clean DACA bill. You don<U+FFFD>t need trump to fund CHIP. Republicans choose not to do either; your holding the lives of these kids hostage for your political agenda. Own your choices. #,0,1,0,0,1,0,NA,0
5361,@USER This is payback for jamming through Obamacare in 2010.,0,1,0,0,1,NA,NA,NA
5362,=@USER this is robbery in plain sight. money worshipping politicians are inside operatives. think about The National debt.,0,1,0,0,1,NA,1,1
5363,@USER THIS is seriously your Thanksgiving message??? You can't even bring yourself to sound like an American on Thanksgiving?? You need to RESIGN from OUR HOUSE. You have no business being in US government,1,1,0,0,1,NA,1,NA
5364,@USER This is sick.  #PaytoPlay How can we stop this. I'll keep calling my senator  @USER,1,1,0,0,1,1,1,NA
5365,"@USER This is the 2nd major collision this year, but there have apparently been others. How does something like this keep happening?",0,0,0,0,NA,NA,0,0
5366,=@USER this is The Best @USER he is A Child who You have to set Limits with for certain!A full time Daycare set Up would be best.,0,0,0,0,1,NA,NA,NA
5367,@USER This is true here too...,0,1,0,0,1,1,1,NA
5368,@USER this is what housing #Illegals looks like ! NO to #SanctuaryCities   You put EVERY American in danger!! https://t.co/Nj3RSmyIk1,1,1,1,0,1,1,1,1
5369,"@USER This is what you get when you are willing to let a ""pen and a phone"" do your job. You want to give a POTUS all that power...now it hurts.",0,1,0,0,1,NA,NA,NA
5370,@USER This is your biggest lie yet.  This is a bill to make sure that the upper classes stay upper class. That<U+FFFD>s why you eliminated the estate tax.  Will you ever stop lying to #Wyoming,0,0,0,0,1,0,0,NA
5371,"@USER This isn't a win for GOP, voting yes will be your pink slip!  Voting yes is the worst you can do to Americans!",0,1,0,0,1,NA,1,NA
5372,=@USER this isn<U+FFFD>t aging well for Ya is it?,0,0,0,0,0,NA,0,0
5373,"@USER This makes no sense, I just received my new electric bill and it has a 13.7 percent increase! I live in New Hampshire. Are the Republicans making up savings without any basis? It sure looks that way!",0,1,0,0,1,NA,1,1
5374,@USER This man and his rethuglican cohorts are full of shit!  @USER  wouldn't vote on bill to fund military during #GOPshutdown. #TrumpShutdown  #TrumpCrimeFamily #VoteThemOut #liars #shutdown2018,0,1,0,0,1,0,0,NA
5375,"@USER This man is not right! If he could, he would likely think about nuking P.R. He needs to be removed as he can't do the job.",0,0,0,0,1,0,0,0
5376,=@USER this monster is nominating new judges - who truly will take our judicial system to unprecedented depths - at quite A clip. stop him.,0,1,0,0,1,1,1,NA
5377,@USER This statue should be taken or renamed in honor of all the black slaves who's free labor paved the way for white euro immigrants to come,0,1,0,0,1,NA,1,0
5378,"@USER This video makes me sick. Don<U+FFFD>t lie and say America promised the so called dreamers. NO NO NO. Obama did that on his own. We are here to say enough is enough. Your lie to them, not ours. They will turn on YOU!  Enjoy that nightmare.  #DreamAc",0,1,0,0,1,NA,1,NA
5379,@USER This won't age well. Thank you for making all Californians aware of your NO vote.  Good luck.,0,0,0,0,1,0,NA,0
5380,@USER this your fault during the election you were on @USER talking crazy this is your fault. #Resignnow,0,0,0,0,1,0,0,0
5381,=@USER this: @USER is what We need.,0,1,0,0,NA,NA,NA,NA
5382,"@USER Those affected would be leaving total estate greater than 5.45 million dollars.  If less than that, no tax is paid under current tax laws.",0,1,0,1,1,0,1,0
5383,@USER Those families have you &amp; @USER policies to thank.  #Jobs,0,1,0,0,1,1,1,NA
5384,"@USER Thought you would be one of the good guys, haven't even read the #TaxScamBill shame on you",0,1,0,0,1,NA,1,NA
5385,"@USER Thoughts on @USER' disrespect? @USER told slain soldier's widow that he ""knew what he was getting into"" https://t.co/wRcfR0B0he",0,1,0,0,1,NA,NA,0
5386,=@USER throw out sexual predators republicans We are counting on that @USER  clean The Swamp of predators is country over predator Senators and presidents. should not run for office anywehere in The USA nor world. is not looking great with predators in of,0,1,0,0,1,1,1,NA
5387,"=@USER thus it was said, The wheels on The bus go round and round, round and round, round and round.",0,0,0,0,0,NA,0,0
5388,"@USER Tim, this reminds me of the old blues song.... ""Everybody wants to go to Heaven but nobody wants to die"".  This is an utter fail from the start!",0,0,0,0,1,NA,NA,NA
5389,@USER Time for our government to stop hurting its own citizens by helping others American kids have dreams too! Stop/America kids have dreams too!,0,1,0,0,1,NA,1,NA
5390,=@USER time to <U+FFFD>purge<U+FFFD> @USER,0,1,0,0,1,NA,1,NA
5391,=@USER time to concentrate on improving The lives of people in our urban cities and our homeless vets Before illegals and refugees. POTUS Has his priorities straight. maga,1,1,1,0,1,1,1,NA
5392,"=@USER time to Impeach, Adam.",0,0,0,0,1,NA,NA,NA
5393,=@USER time to PULL A Murkowski?  Independent run?,0,1,0,0,1,NA,1,NA
5394,=@USER time to retire @USER,0,1,1,0,1,NA,NA,0
5395,@USER Time to start praying for GOP senators backed by the NRA to start recognizing something needs to be done about #guns,0,1,0,0,1,NA,NA,NA
5396,"=@USER to be Fair he can<U+FFFD>t read, So that<U+FFFD>s an unfair expectation.",0,0,0,0,1,NA,NA,NA
5397,@USER To hell with Trump!  If you truly had a bipartisan bill then you wouldn't need Trump to make it law.  You just chose to cave &amp; give him what he wants. At your age I'd have thought you would have a backbone by now!,0,1,0,0,1,NA,NA,NA
5398,"@USER to Sens @USER McCaskill and @USER today <U+FFFD>We don<U+FFFD>t need more meaningless letters from career politicians"" #moleg",0,1,0,0,1,NA,1,NA
5399,@USER To study what!?  You already have systems in place to determine phys/mental readiness.  If you want to serve you should be allowed.,0,1,0,0,NA,NA,NA,0
5400,=@USER today We agree. vote no on this one.,1,1,0,1,1,NA,1,NA
5401,@USER Together we<U+FFFD>ll let @USER know the cost of voting for Graham-Cassidy bill. Thanks for speaking up in defense of health care!,0,1,0,0,1,NA,1,0
5402,=@USER tom You look at pandering Child Giving The hang loose sigh to The adults in The room.,1,1,0,0,1,NA,NA,NA
5403,"@USER too bad this isn't the stand my PA Senator took publicly. Nazi, white supremacy, terroists. SAY IT. https://t.co/GUf9P0hh4K",0,1,0,0,1,NA,1,NA
5404,@USER Too bad you couldn't join a few dozen other Senators and support policies that would actually protect us from #climatechange.,0,0,0,0,1,0,0,0
5405,=@USER too bad You didn<U+FFFD>t have The balls to stand Up and do what was right by this abhorrent man when You weren<U+FFFD>t running for office. it shouldn<U+FFFD>t take You not running to do The right thing all The time.,0,0,0,0,1,0,0,1
5407,"@USER Too late and too weak! You will never be candidate for president and hope a real Democrat defeats in you your primary. We don't need a grandstanding, self-serving backstabber in our party.",0,1,0,0,1,0,NA,0
5408,=@USER Total lie and You Know it,0,0,0,0,1,0,0,0
5409,@USER Traitor! Shame on you for what you have done to our country!,0,1,0,0,1,NA,0,NA
5410,@USER Transparent hypocrite! #nrawhore,0,1,0,0,1,NA,NA,NA
5411,"@USER Travelers can't afford another increase, vote no to the Passenger Facility Charge increase. #taxhikeswontfly",0,0,0,0,1,0,1,0
5412,"=@USER Trey when You go back to SC, people want to Know how The Hell did You get to be So UN-American.  your attacks on our top law inforcment agency is disgusting. your tribal party first over country is unpatriotic.  Putin paying You too? SC people thro",0,0,0,0,1,NA,0,0
5413,=@USER Trey. what I want to Know is what The Hell DJT is doing in The White house. have You all completely lost your MIND?,0,0,0,0,1,0,0,0
5414,@USER Tried to vote yes but not sure if it went through but support 100% if the President supports it as well as you senator! Thank you!,0,1,0,0,1,NA,1,NA
5415,@USER True,0,1,0,0,1,NA,1,0
5416,=@USER Trump Again violates The Faithful Execution Clause of The Constitution.,0,1,0,0,1,NA,1,0
5417,@USER tRump could care less!,0,0,0,0,1,0,0,0
5418,@USER Trump is stupid. He won<U+FFFD>t understand your explanation. And his party is coddling him for the purpose of power. Just do what you have to do to save your country and the world from this bigot!,1,1,0,0,1,1,1,NA
5419,"@USER Trump is using DACA as the weekend ""cliffhanger"" for the media...he will kill the program simply because it has ties to Obama<f0><U+009F><U+00A4><U+0094>",0,1,1,0,1,0,0,0
5420,=@USER Trump likes leakers.  I believe Trump is The one doing The leaking.,1,1,0,0,1,1,1,NA
5421,@USER trump once again proves he is not to be trusted re:DACA.  No more deals with the liar!,0,1,0,0,1,0,0,1
5422,@USER Trump/Murkowski will cut Medicare and 401(k)s.  #TaxReform #BillionairesFirst,0,1,0,0,1,NA,0,0
5423,"@USER Try donating, they aren<U+FFFD>t responsible to spend there money!!!",0,0,0,0,NA,0,0,0
5424,@USER Try to meet with @USER. He is on your side. Did you listen to the video? He talks about the racket that is pharma rigging the system!,0,1,0,0,1,1,1,NA
5425,@USER TY @USER for working so hard to keep us informed and protecting us from corruption of a few who are wolves in sheep's clothing!,0,0,0,0,1,NA,1,0
5426,=@USER U are owned by corporations and money U do not represent The people!Corrupt and doing evil things.,0,1,0,0,1,NA,1,NA
5427,=@USER U can let @USER Know that We were Told high level IRS were not seeking out conservs only to find out they were as A public apology was made,0,1,0,0,1,0,1,0
5428,@USER U have proven to speak your mind. Please bring down the cost of healthcare &amp; pharma and VOTE NO on bill. #KARMA will be kind https://t.co/5RyYObqAsn,0,1,0,0,1,NA,1,NA
5429,@USER U JJ. It is time to put Mueller under oath  interrogate him &amp; his bunch of dems. And what is AG Sessions doing? Haven't heard of him doing anything!,0,0,0,0,1,NA,NA,0
5430,@USER U r  trying 2 sound statesmen like but instead u sound like a first class putz,0,0,0,0,1,0,0,1
5431,@USER U r complicit in the GOP crime of the century! https://t.co/l0FAubOt5Q,0,0,0,0,1,0,0,0
5432,"@USER U R DISGUSTING: "" White guilt is disgusting. It<U+FFFD>s even worse when you brainwash a child to hate his own skin and eye color.""U WILL GO TO ANY EXTENT 2 BCOME MAJ LEADER IN NOVEMBER. U &amp; @USER have no #integrity selling us Americans out 4 il",0,1,0,0,1,NA,0,NA
5433,@USER u should run 2020,0,0,0,0,1,0,1,0
5434,@USER Uh crying chuck @USER. Have you checked Dem coffers lately?  You<U+FFFD>re broke. Plus nobody is contributing. This is what your <U+FFFD>resist and obstruct<U+FFFD> mantra has got you. 2018 will be a huge GOP Win.,0,1,0,0,1,0,0,0
5435,@USER Uh oh... someone put his tin hat back on <f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082>,0,0,0,0,NA,0,NA,0
5436,"@USER Uhhhh, I heard all three of those boys thank Trump &amp; apologize. On all the networks  except, well. Non issue ... listen to yourselves. Your righteousness is as filthy rags.",1,1,0,0,1,1,1,NA
5437,@USER Umm are you blind as to where you were positioned for the south lawn dictator worship? Blatant racism come on man!,0,1,0,0,1,NA,0,NA
5438,"@USER Umm, are we <U+FFFD>Winning<U+FFFD> yet?  Is America, with its lying, name-calling, insulting President    <U+FFFD>Great Again<U+FFFD>?",0,0,0,0,1,NA,NA,0
5439,"@USER Umm, Bill Clinton. I guess you too, through your long term association with Mr. Clinton, don't value women or believe their stories. Or do you only believe their stories when they are politically advantageous? Read and think about your tweets before",0,1,0,0,1,NA,NA,0
5440,"@USER Unbelievable that when people call for gun control you call this ""politicizing."" People just don't want this to happen again.",0,1,0,0,1,NA,0,0
5441,"@USER Under Dems and Barack, 47% of Americans cannot weather a 400$  emergency, without borrowing and 22% below poverty level.  No Thanks!",0,1,0,0,1,0,0,0
5442,@USER understand 2x deduction but removal of personal exemption DOES NOT purely double the standard deduction for non itemizers,0,1,0,0,1,NA,1,0
5443,"=@USER Unfollowed. You Just sold your soul. what A shame. legacy tarnished. Bye, Bye.",1,1,0,0,1,1,1,1
5444,"=@USER unfortunately, Bernie Sanders was talking through his hat as usual.",0,1,0,0,1,0,0,NA
5445,@USER Unless you're a veteran murdered by illegal aliens. Right DiFi? https://t.co/lrnXs69I7t,1,1,1,0,1,1,1,1
5447,=@USER until You learn how to Fight The Good Fight I have to turn My back on y<U+FFFD>all. when You get A spine Then You get My voice Again @USER @USER @USER,0,0,0,0,1,0,0,0
5448,=@USER Ur an idiot and U lied once Again and I hope U Know how many people Ur hurting,0,0,0,0,0,0,0,NA
5449,=@USER Ur defense of everything Trump is Despicable wall is A race thing not A National Security issue. cult like devotion Sickening,0,1,0,0,1,0,0,0
5450,@USER us white people don't want you. You need to assimilate or find somewhere else to live.,0,1,0,0,1,NA,1,NA
5451,"=@USER Vaginally Endowed Americans are not commodities, like booze or movies.",0,1,0,0,1,NA,1,NA
5452,@USER Very arrogant of you to disparage Calif with the 3 million plurality we provided the Dem ticket and w/all of our House members.,0,1,0,0,1,0,0,0
5453,=@USER very sad news. Prayers for @USER,0,1,0,0,1,1,NA,NA
5456,@USER vote NO on GrahamCassidy. This will harm millions. Let the CBO score! If it's so great why are u trying to sneak it thru?,0,1,0,0,1,1,NA,0
5457,@USER VOTE NO to G-C!,0,0,0,0,1,NA,1,NA
5458,@USER vote no to HR4477 and the coupling of HR38 and HR4477. HR 38 should be a stand alone bill.,0,0,0,0,1,0,1,0
5459,"=@USER vote no. There are no cuts when health care costs and INTEREST rates skyrocket. be A leader not A pussy for Trump. do right by all The people who See this for what it is, A gift for Trump. vote no",1,1,0,0,1,1,1,NA
5460,=@USER voted to take mental healthcare from millions while voting to allow mentally ill to own guns.  makes Total sense...,0,0,0,0,1,0,1,0
5461,"@USER Voting against the poor, sick, disabled, elderly, and children's health in favor of tax breaks for the billionaires is INDECENT and UNPRINCIPLED.",0,1,1,0,1,NA,1,NA
5462,@USER Wag the dog!,0,1,0,0,1,NA,1,NA
5463,@USER Wake up and be a GOP Senator!!!!,0,0,0,0,1,NA,NA,0
5464,=@USER Warner/Burr group were A big joke!Its past FBI leadership that is CROOKED!not The FBI,0,1,0,0,1,NA,1,0
5466,=@USER was saddened to hear that The Minority memo Has purposely put NAMES and methods into The memo to force intel or POTUS to redact areas of memo. they will Then be able to say The American are The big losers Because The admin. is not letting them to s,0,1,0,0,1,NA,1,0
5468,"@USER Wasn't a problem before ACA, shouldn't be a problem now.",0,0,0,0,1,0,NA,NA
5469,@USER Watch you drill every chance I get Jim. Please keep up the great investigation. So many of them .Sorry But you are great to do so. I<U+FFFD>m #MAGA<U+2757><U+FE0F><f0><U+009F><U+0099><U+008F><f0><U+009F><U+008F><U+00BB><f0><U+009F><U+0087><U+00BA><f,0,1,0,0,1,0,NA,0
5470,@USER watched your <U+FFFD>performance<U+FFFD> yesterday. Grow up and act like an adult. 1 wear a jacket 2. If you<U+FFFD>re going to have critical questions at least sound like a fact seeker not a trained barking dog,0,1,0,0,NA,0,0,NA
5471,"=@USER Watching You on CNN, wrong Senator GOP will be blamed. You held chip as way to force Dems to support",0,1,0,0,1,NA,0,0
5472,"=@USER Watkinsville, Georgia",1,1,1,0,1,NA,1,NA
5473,"@USER Way to hit the playbook, ""Rep"", never let a crisis go to waste. Problem is, your narrative is dishonest. TX colleagues opposed the pork.",0,1,0,0,1,NA,NA,NA
5474,=@USER way to Keep your finger on The pulse of those issues that most concern your constituents.,0,0,0,0,NA,0,NA,0
5475,@USER We'll all be dead by Easter!,0,1,0,0,1,NA,NA,NA
5476,@USER We'll keep his secret!,0,0,0,0,1,NA,1,NA
5477,"@USER We're all really interested in this.  U scared 2 investigate 4 soldiers' deaths? DO YOUR JOB, u traitor! #NigerGate? https://t.co/EMH1sKXRIg",0,0,0,0,1,NA,0,NA
5479,@USER We've seen big change and that is great with all you evil obstructionists,0,1,0,0,1,0,0,NA
5480,@USER We already knew what was on it when it started. No one used any common sense acted it on it. Why didn't you cease the FBI records long ago?,1,1,0,0,1,1,1,NA
5481,=@USER We are looking for action not emotion.,0,1,0,0,1,NA,1,0
5482,@USER We are suffering here in AZ and u have stabbed us in the back yet again!! #SpitefulMcCain #TraitorMcCain #CowardlyMcCain https://t.co/gZenAmkGbN,0,0,0,0,1,0,0,NA
5483,@USER We brought trump to D.C.  Hate him all you want loser.  Your days are numbered. We're coming for your seat.,0,0,0,0,1,0,0,0
5484,@USER We can't trust that snake you call a leader. @USER  hasn't kept one promise on anything that was policy concerned since I can remember him being in office. #HoldTheLineDems,0,1,0,0,1,NA,NA,0
5485,"@USER We can comment on this thread all we want but it will fall on deaf ears.  Cornyn is a shill for corporations not his constituents. From tax reform to #NetNeutrality, he doesnt give one shit about us",0,0,0,0,1,NA,1,NA
5486,@USER we certainly can't rely on #Mueller #Rosenstein as unbiased #conflictofinterest #UraniumOneScandal. We demand #EqualJustice,0,0,0,0,1,0,0,0
5487,"@USER We don<U+FFFD>t need alternative facts,it<U+FFFD>s collapsing on itself that<U+FFFD>s a fact you dolt stop talking please!!",1,1,0,0,1,1,1,NA
5488,"@USER We don<U+FFFD>t want the honest, dedicated, law abiding FBI to leave...we want the criminals punished, like Comey, McCabe, Strzok, etc. Then on to Obama, HRC, Podesta, Huma, DWS, Lynch, Holder, Yates, Maxine, Pelosi, Schumer, &amp; YOU!!!",0,1,0,0,1,NA,1,NA
5490,"@USER We have a @USER that defiantly refuses to take American ppl's side against Nazi, kkk, white supremacy. That's our reality. IT'S DISGUSTING!",0,1,0,0,1,1,1,1
5492,=@USER We have no leadership. our citizens have been abandoned for A golf game. it<U+FFFD>s sick. time for congress to STEP in and Send HELP.,0,0,0,0,1,0,1,0
5493,=@USER We hear You are an abuser dick. You lied about your Service. You A A Traitor and A coward.,0,1,0,0,1,1,1,1
5494,@USER We here in CA are very worried about this #taxsham Were already overtaxed and overworked in a state with a high price of living. If this goes through it<U+FFFD>s going to destroy our economy,0,1,0,0,1,NA,NA,NA
5495,"@USER we know u will do what is right for us! You have shown us in the past, plz we need you to vote NO! #Bstrong ##voteNO",1,1,0,0,1,1,1,NA
5496,=@USER We love Trump. You are The asshole.,0,1,0,0,1,1,1,NA
5497,@USER We need a majority rules instead of 60 votes...ridiculous!,0,1,0,0,1,0,NA,0
5498,"@USER We need a president. In the interim, congress, #keepawake.",0,0,0,0,1,0,NA,0
5499,"=@USER We need an ANIMAL rights PROT BILL!no more ANIMAL abuse of any kind: entert, meat, Deliberate, farm, fur, etc - please help",0,1,0,0,1,NA,1,NA
5500,"@USER We need answers too: https://t.co/oPGNkzTeub Were you just stupid, or was it worse in your dealings with Imran Awan, you silly hag?",0,0,0,0,1,NA,0,NA
5501,@USER We need immediate action to get your sorry ass out of office. MAGA <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>,0,1,1,0,1,NA,NA,NA
5502,"@USER We need to spend now to catch up and prepare ourselves for the future.  Then we can be more prudent.  We can't keep robbing the bone yard to fix our planes, as an example.  Our military needs a decent standard of living too!",0,1,0,0,1,0,NA,0
5503,"@USER We need your support on the Amodei/Aguilar Amendment <U+FFFD> keep @USER a strong, independent agency https://t.co/DuJ2OaZj0a",0,1,0,0,1,NA,1,NA
5504,@USER We r doomed <f0><U+009F><U+0098><U+00AA>... this schoolyard bullying is going to be our demise... so pathetic.,0,0,0,0,1,0,NA,0
5505,=@USER We See You and We Know You are COMPLICIT. You SMELL of borscht and Putin.,0,1,0,0,1,NA,1,NA
5506,@USER We the American people will vote you out of office in the next election you DO NOTHING piece of <f0><U+009F><U+0092><U+00A9><f0><U+009F><U+0092><U+00A9><f0><U+009F><U+0092><U+00A9><f0><U+009F><U+0092><U+00A9> https://t.co/sQf0cAhtgJ,0,1,0,0,1,NA,1,1
5507,"@USER We waited on you to vote on #CHIP since September 30th. Now all the sudden you care...so disingenuous! Include CHIP &amp; #DACADeal! And what about the 2013 shutdown, you didn<U+FFFD>t care about the military when you wouldn<U+FFFD>t fund the govern",0,1,0,0,1,NA,NA,NA
5508,=@USER We want The healthcare markets solvent this is how... these tax cuts do this We want this for America an actual rebuttal plan what are You people doing all day?????,0,1,0,0,1,1,NA,0
5509,"@USER We will not be divided as a country, we are a democracy regardless of your political party, take a stand for truth! One NATION UNDER GOD!!!",0,0,0,0,1,0,NA,NA
5510,"=@USER well @USER and @USER were certainly working on something, weren<U+FFFD>t they?",0,0,0,0,1,1,1,NA
5511,"=@USER well Hell, what about democrats attacks in The coal industry driving costs to outrageous numbers.",0,0,0,0,1,NA,NA,0
5512,@USER Well I for one thank you for standing up for New Jersey &amp; not getting bought off like Corker who was a deficit hawk until he got that sweet real estate tax gift that he personally benefits from.,0,0,0,0,1,0,1,0
5513,@USER Well said. @USER @USER will be primaried next time he's up for election. He knows he will never win so he will state his retirement in order to save face. Him and all his swamp @USER cronies will be primaried whether they like it or not. Ppl not pla,1,1,0,0,1,NA,1,NA
5514,@USER Well that's going to prevent cars from going on long travels.,0,1,0,0,1,1,1,NA
5515,@USER Well they had to cover the cost of getting rid of the estate tax somehow.  #TaxBillScam,0,0,0,0,1,NA,NA,NA
5516,@USER well well well this will go nicely with your failed re-election bid in '18 https://t.co/bLLwKzZVrS,0,1,0,0,1,NA,1,NA
5517,"@USER Well, @USER and @USER are doing it to repay their deep-pocket donors ... so there is that.",1,1,1,0,1,1,1,NA
5518,"@USER Well, let's thank God that Obama is out of office now and we have a great President in the office now. #MAGA",0,0,0,0,1,0,1,0
5519,@USER well?  What's @USER have to say about this? https://t.co/15pJiflpzW,0,0,0,0,1,1,1,0
5520,"@USER Welp, those communities are full if brown people and liberals. Of course this administration doesn't give a shit. But Texas hurricane? Got ya covered!",0,0,0,0,1,0,0,NA
5521,"@USER Were you thinking ""America First"", when you sided with America's enemies the : #AlQaeda &amp; #ISIS ?  Where you thinking ""America First"", when you took money from #SaudiArabia who were behind 9/11 ? https://t.co/vGGc0znuaL",0,1,0,0,1,0,0,NA
5522,"@USER West Virginia is very disappointed in you, Senator. Try to do better in 2018. West Virginia needs help, not more looting.",0,1,0,0,1,1,NA,NA
5525,@USER What's wrong kamala the truth hurts you democrats are the corrupted party of history and are still a gang of criminals <f0><U+009F><U+0096><U+0095><f0><U+009F><U+0096><U+0095><f0><U+009F><U+0096><U+0095><f0><U+009F><U+0096><U+0095><f0><U+009F><U+009,0,1,1,0,1,1,1,1
5527,"@USER What a blessing to have your parents, and for them to have each other! The Greatest Generation is so special. Proud of you Senator Schumer!",0,1,0,0,1,NA,1,NA
5528,=@USER what A crone You are Nancela,0,0,0,0,0,0,0,NA
5529,@USER What a joke. People aren<U+FFFD>t stupid. A tax cut for the rich and corporations that will cost 1.5 trillion dollars and now Trump proposes 200 billion for infrastructure. Chuck you are a moron or maybe you think we are morons.,0,1,0,1,1,NA,NA,NA
5530,"@USER What a let down there is NOTHING in this @USER memorandum that<U+FFFD>s not already in the public domain, not going to be anything to get @USER off the hook ! https://t.co/NDPVGFB8e0",1,1,0,0,1,NA,1,NA
5531,"=@USER what A pile of BS. forget The permafrost, forget The environment, forget climate change, forget renewables. I hope The people of Alaska REMEMBER this short sighted action on your part. more GOP destruction for short term gain.",0,1,0,0,1,NA,1,NA
5532,"@USER What a silly statement, you should be ashamed. Dreamers are people not bargaining chips. #CorruptGOP #ImpeachTrump",0,0,0,0,1,0,0,0
5533,=@USER what A time to be alive!Humanity Has truly peaked.,0,0,0,0,0,0,1,0
5534,=@USER what A wimpy statement. Now is The time to stand together and Fight The monster in The WH. please help us. our country is in torment.,0,1,0,0,1,0,0,0
5535,@USER What a win for this terrorist...brought in 23 of his family members....this is beyond...disturbing....stop the madness!,0,1,0,0,1,NA,NA,NA
5536,=@USER what about AL Franken? waiting to hear from you.,0,0,0,0,1,NA,1,NA
5537,=@USER what about all The money You collected last year from PACs and corporate donors? these things matter,0,1,0,0,1,1,NA,NA
5538,"@USER What about copious ethics violations in the WH and cabinet? Deregulating positive environmental regs and parks, jetsetting on our $?",0,1,0,0,1,1,1,NA
5539,=@USER what about helping your people in Pr and Florida first,0,0,0,0,1,NA,1,0
5540,@USER What about my hope as a law abiding US Citizen for #TaxReform and #repeal #Obamacare? When are you concerned about Americans?,0,1,0,0,1,NA,1,0
5541,@USER What about Nancy???? You just tweeted the Dems blocked you! Liar. https://t.co/kXKX8ZxvpY,0,0,0,0,1,NA,NA,0
5542,"=@USER what about our access to The money We earn for ourselves, that You steal to by votes?",0,1,0,0,1,1,NA,NA
5543,=@USER what about The BLM that murdered an Officer both are bad But You have A complete Double standered,0,0,0,0,1,NA,1,0
